ear_left,ear_right,ear_avg,mar,yaw,pitch,roll,ear_left_mean,ear_left_std,ear_left_min,ear_left_max,ear_right_mean,ear_right_std,ear_right_min,ear_right_max,ear_avg_mean,ear_avg_std,ear_avg_min,ear_avg_max,mar_mean,mar_std,mar_min,mar_max,yaw_mean,yaw_std,yaw_min,yaw_max,pitch_mean,pitch_std,pitch_min,pitch_max,roll_mean,roll_std,roll_min,roll_max,perclos,blink_rate,yaw_velocity,pitch_velocity,roll_velocity,subject_id,scenario,label_binary,label_smoothed
0.503289,0.370919,0.437104,0.214866,0.0,0.0,0.0,0.46024685333333326,0.11539123223234432,0.108876,0.880832,0.3536055433333333,0.05938320864535852,0.098232,0.502374,0.4069262033333333,0.08039736796663098,0.103554,0.662966,0.2649724133333333,0.0916753838897531,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.744656,0.481247,0.612952,0.350605,0.0,0.0,0.0,0.46075499999999997,0.1163063378818697,0.108876,0.880832,0.35383271,0.059740825462960306,0.098232,0.502374,0.40729386,0.08108584515294656,0.103554,0.662966,0.26529388333333337,0.09180635324961467,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.514964,0.359875,0.437419,0.312764,0.0,0.0,0.0,0.4607898,0.11632103874304456,0.108876,0.880832,0.35368824,0.059673370708281825,0.098232,0.502374,0.40723902333333334,0.08105979988560567,0.103554,0.662966,0.2656634466666667,0.09177343344961506,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.781927,0.474236,0.628082,0.363007,0.0,0.0,0.0,0.4614667266666667,0.11759431267715287,0.108876,0.880832,0.35387291333333337,0.059960689504139804,0.098232,0.502374,0.4076698266666666,0.08188746819667929,0.103554,0.662966,0.26606114999999997,0.09193629303871151,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.487267,0.344602,0.415934,0.362573,0.0,0.0,0.0,0.4616685200000001,0.11758644465642881,0.108876,0.880832,0.35376061000000003,0.0599463480034807,0.098232,0.502374,0.40771457,0.08188830714611185,0.103554,0.662966,0.26655692999999997,0.09205469430312925,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.797245,0.468893,0.633069,0.369578,0.0,0.0,0.0,0.46265738,0.11915180433947883,0.108876,0.880832,0.3539801633333334,0.06024725131439432,0.098232,0.502374,0.40831877666666666,0.0828774676051878,0.103554,0.662966,0.2670073666666667,0.09222749576467039,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.494931,0.336662,0.415796,0.402839,0.0,0.0,0.0,0.4626380033333334,0.11914606243614086,0.108876,0.880832,0.3539442,0.06025438150820615,0.098232,0.502374,0.40829110333333335,0.08287356715153948,0.103554,0.662966,0.26766884,0.09248820393085588,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.791997,0.465729,0.628863,0.40271,0.0,0.0,0.0,0.46343070999999997,0.12054013687764269,0.108876,0.880832,0.35431255666666667,0.06059901815870826,0.098232,0.502374,0.4088716333333333,0.08380454070303736,0.103554,0.662966,0.26821894,0.09279949784719764,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.507252,0.334701,0.420977,0.433362,0.0,0.0,0.0,0.46324396999999995,0.12042828555143775,0.108876,0.880832,0.35435689666666664,0.060579718359262895,0.098232,0.502374,0.40880043666666666,0.08378508633721421,0.103554,0.662966,0.26899270333333336,0.09320595733982942,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,34.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.766635,0.456496,0.611566,0.412173,0.0,0.0,0.0,0.46386985999999997,0.12151425168738116,0.108876,0.880832,0.3544490966666667,0.06071435092360156,0.098232,0.502374,0.40915948333333335,0.08442214886937036,0.103554,0.662966,0.26963677999999996,0.09352605326890716,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.509159,0.334839,0.421999,0.479465,0.0,0.0,0.0,0.4633838766666667,0.12103808791738702,0.108876,0.880832,0.3545624866666667,0.060645588204187854,0.098232,0.502374,0.40897318666666665,0.08433159385563987,0.103554,0.662966,0.27058086333333337,0.09420966931552084,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7777777777777777,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.744158,0.452893,0.598525,0.444033,0.0,0.0,0.0,0.46424285,0.12211206230895176,0.108876,0.880832,0.35483056,0.06090221723643659,0.098232,0.502374,0.40953671,0.08503094231117864,0.103554,0.662966,0.27127091,0.0947197851452824,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7777777777777777,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.445042,0.369471,0.407257,0.450825,0.0,0.0,0.0,0.4635492366666667,0.12162559566985676,0.108876,0.880832,0.35508436666666665,0.060803634663066715,0.098232,0.502374,0.40931681000000003,0.0849509463251924,0.103554,0.662966,0.27211123,0.09519114677559011,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.711565,0.395961,0.553763,0.237747,0.0,0.0,0.0,0.4642844233333333,0.12245589611522209,0.108876,0.880832,0.3551527566666667,0.06083813976608848,0.098232,0.502374,0.4097186,0.08534852691771201,0.103554,0.662966,0.2720949266666667,0.09519663020279577,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.439653,0.333085,0.386369,0.519705,0.0,0.0,0.0,0.4634678166666667,0.12179662276766305,0.108876,0.880832,0.35531039999999997,0.0607189675120201,0.098232,0.502374,0.40938912,0.08524684157053233,0.103554,0.662966,0.27317491,0.09616011077515214,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,32.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.751281,0.388762,0.570022,0.276263,0.0,0.0,0.0,0.46443759,0.1229247171706332,0.108876,0.880832,0.35537688666666667,0.06074472034451169,0.098232,0.502374,0.40990725333333333,0.08574941311102625,0.103554,0.662966,0.27331185666666663,0.09613506950775208,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.430155,0.30594,0.368047,0.495895,0.0,0.0,0.0,0.4635355733333334,0.12217535325074544,0.108876,0.880832,0.35542147999999996,0.060703349432829054,0.098232,0.502374,0.40947853999999995,0.08563566214218331,0.103554,0.662966,0.27432445,0.09687399277816232,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.75902,0.380866,0.569943,0.311161,0.0,0.0,0.0,0.4644313866666667,0.12335165378785083,0.108876,0.880832,0.35537302666666665,0.060677125947952035,0.098232,0.502374,0.40990222,0.08611434790736076,0.103554,0.662966,0.27465759,0.09682808804113041,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.439685,0.304415,0.37205,0.473977,0.0,0.0,0.0,0.4635446199999999,0.12256500851293099,0.108876,0.880832,0.35539801000000004,0.060654516668181745,0.098232,0.502374,0.40947133,0.08597870589675118,0.103554,0.662966,0.2756034233333333,0.09738485583994745,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.75636,0.425774,0.591067,0.342969,0.0,0.0,0.0,0.46441688666666664,0.1237131133817099,0.108876,0.880832,0.35552579999999995,0.0607625327723951,0.098232,0.502374,0.4099713566666667,0.08659700267667894,0.103554,0.662966,0.2759702366666667,0.09743080112651492,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.449493,0.316085,0.382789,0.453763,0.0,0.0,0.0,0.4637645899999999,0.12327192718132772,0.108876,0.880832,0.35554924,0.06074589934880144,0.098232,0.502374,0.40965692666666675,0.08652360185746576,0.103554,0.662966,0.2768488966666666,0.09784213030756775,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.746429,0.455592,0.60101,0.396424,0.0,0.0,0.0,0.46450202999999995,0.12429811671197159,0.108876,0.880832,0.35577101333333333,0.0609896106561858,0.098232,0.502374,0.41013653,0.08718387068462997,0.103554,0.662966,0.27746510999999996,0.09801155665463188,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.43424,0.331872,0.383056,0.42197,0.0,0.0,0.0,0.46444709,0.12430787003631394,0.108876,0.880832,0.35562954999999996,0.060995681572022946,0.098232,0.502374,0.41003833000000006,0.0871977716955926,0.103554,0.662966,0.27825779666666667,0.09821588000705651,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.713506,0.492046,0.602776,0.419834,0.0,0.0,0.0,0.46505453666666663,0.12507837802225283,0.108876,0.880832,0.35583696,0.06135355493091335,0.098232,0.502374,0.41044575666666666,0.08781171637227539,0.103554,0.662966,0.2788767733333333,0.09852157899122932,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.405721,0.311126,0.358423,0.404781,0.0,0.0,0.0,0.4650544133333333,0.12507843670528485,0.108876,0.880832,0.3556572466666667,0.06140544671596415,0.098232,0.502374,0.4103558366666667,0.08785125319422583,0.103554,0.662966,0.27959401333333334,0.09865267551547209,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.7035,0.487932,0.595716,0.442518,0.0,0.0,0.0,0.46562132,0.12577286049590353,0.108876,0.880832,0.35589176666666666,0.061775952273111265,0.098232,0.502374,0.41075655,0.08842170846536469,0.103554,0.662966,0.28024356,0.09908224773820949,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.399402,0.312253,0.355827,0.421809,0.0,0.0,0.0,0.46562495333333337,0.12577092528652736,0.108876,0.880832,0.3556998066666666,0.061821918209209396,0.098232,0.502374,0.41066238666666666,0.08846524748093665,0.103554,0.662966,0.28100789000000004,0.09928740400105543,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.74371,0.478224,0.610967,0.438234,0.0,0.0,0.0,0.46642886000000006,0.12677441858376334,0.108876,0.880832,0.3559170066666667,0.062137787776891246,0.098232,0.502374,0.41117294,0.08917731750747589,0.103554,0.662966,0.2815505166666667,0.09970087991552273,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.398035,0.319659,0.358847,0.424914,0.0,0.0,0.0,0.46645102,0.12676183790255796,0.108876,0.880832,0.35573802,0.062164719285774925,0.098232,0.502374,0.4110945266666666,0.08921306278822705,0.103554,0.662966,0.28229110333333335,0.0999383841329731,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.74147,0.469706,0.605588,0.443641,0.0,0.0,0.0,0.4673298066666666,0.12775099484270286,0.108876,0.880832,0.35596021333333333,0.062452842413559785,0.098232,0.502374,0.41164501666666664,0.08990161446879978,0.103554,0.662966,0.28273554,0.10035898740790583,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.408686,0.32307,0.365878,0.408944,0.0,0.0,0.0,0.4673939433333334,0.1277165877243305,0.108876,0.880832,0.35578251000000005,0.06247038587224075,0.098232,0.502374,0.41158823333333333,0.08992519947479029,0.103554,0.662966,0.28340446,0.10052961600235194,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.769507,0.459102,0.614305,0.434788,0.0,0.0,0.0,0.4683435533333333,0.12889874955757136,0.108876,0.880832,0.35598381666666673,0.06270603963222028,0.098232,0.502374,0.4121636933333333,0.09066764471578038,0.103554,0.662966,0.28384910999999996,0.10090375855894719,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.361156,0.316203,0.33868,0.337612,0.0,0.0,0.0,0.4682382533333333,0.12897359480223017,0.108876,0.880832,0.35578508666666664,0.06273742292307881,0.098232,0.502374,0.41201168,0.09075273402486318,0.103554,0.662966,0.28426615,0.1008664230610859,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.615984,0.41719,0.516587,0.321339,0.0,0.0,0.0,0.46873527000000004,0.12925532934582656,0.108876,0.880832,0.3558908433333334,0.0628143124247713,0.098232,0.502374,0.41231306666666667,0.09094983405723739,0.103554,0.662966,0.2843147933333333,0.10088081808412189,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.40133,0.326118,0.363724,0.350357,0.0,0.0,0.0,0.4687681733333333,0.12923684711292255,0.108876,0.880832,0.35572085666666664,0.06282568779306513,0.098232,0.502374,0.41224452666666667,0.09097876913956238,0.103554,0.662966,0.2847742533333333,0.10086662115679192,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.641496,0.434866,0.538181,0.360684,0.0,0.0,0.0,0.4693706066666667,0.1296200857510865,0.108876,0.880832,0.35592185,0.06298244344106424,0.098232,0.502374,0.41264624,0.09126839346078196,0.103554,0.662966,0.28492405666666665,0.10094610963148884,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.420226,0.340296,0.380261,0.357272,0.0,0.0,0.0,0.4694615766666667,0.1295758314170852,0.108876,0.880832,0.35578987,0.06297353416909031,0.098232,0.502374,0.4126257333333333,0.09127499829039673,0.103554,0.662966,0.2854422466666666,0.10091705841748436,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.669211,0.439649,0.55443,0.389144,0.0,0.0,0.0,0.47012689333333335,0.130088032253447,0.108876,0.880832,0.3560088533333334,0.06315088285683064,0.098232,0.502374,0.4130678833333333,0.09164006180670208,0.103554,0.662966,0.28564207,0.10106322977919868,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.431569,0.338295,0.384932,0.34582,0.0,0.0,0.0,0.47025061333333334,0.13003346013373504,0.108876,0.880832,0.35584578333333333,0.0631331894842793,0.098232,0.502374,0.41304820999999997,0.09164548431317217,0.103554,0.662966,0.28608079000000003,0.10103774900457883,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.685992,0.438214,0.562103,0.396985,0.0,0.0,0.0,0.47106200000000004,0.13061831964645776,0.108876,0.880832,0.35614158,0.06331087423857856,0.098232,0.502374,0.4136018,0.09204305339721339,0.103554,0.662966,0.28639155,0.10123547361523612,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.438612,0.337997,0.388304,0.3315,0.0,0.0,0.0,0.4712089633333333,0.1305567033905806,0.108876,0.880832,0.3559553166666667,0.06328167913636179,0.098232,0.502374,0.41358215000000004,0.09204783862611858,0.103554,0.662966,0.28682723666666665,0.10114707658070697,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.687329,0.436425,0.561877,0.397343,0.0,0.0,0.0,0.47196979333333333,0.13114950858565252,0.108876,0.880832,0.3561751266666667,0.06344661869848957,0.098232,0.502374,0.41407246999999997,0.0924451636302906,0.103554,0.662966,0.2871455366666667,0.10134457538550785,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
0.434851,0.337738,0.386295,0.335486,0.0,0.0,0.0,0.4720614366666666,0.1311138095901297,0.108876,0.880832,0.35594713000000006,0.06338934999030787,0.098232,0.502374,0.41400429333333333,0.09245812431625948,0.103554,0.662966,0.2876298833333333,0.10122676719295896,0.04681,0.566524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5555555555555554,30.0,0.0,0.0,0.0,1,nonsleepyCombination,0,0
