subject_id,scenario,frame_number,ear_left,ear_right,ear_avg,mar,yaw,pitch,roll,label_binary
001,sleepyCombination,1028,0.610639,0.437248,0.523943,0.070705,0.0,0.0,0.0,1
001,sleepyCombination,1029,0.611329,0.440335,0.525832,0.094429,0.0,0.0,0.0,1
001,sleepyCombination,1030,0.603884,0.435715,0.5198,0.082804,0.0,0.0,0.0,1
001,sleepyCombination,1031,0.603806,0.440882,0.522344,0.090996,0.0,0.0,0.0,1
001,sleepyCombination,1032,0.604542,0.447797,0.52617,0.10923,0.0,0.0,0.0,1
001,sleepyCombination,1033,0.61196,0.452563,0.532262,0.118079,0.0,0.0,0.0,1
001,sleepyCombination,1034,0.613377,0.451545,0.532461,0.145387,0.0,0.0,0.0,1
001,sleepyCombination,1035,0.616941,0.453437,0.535189,0.150719,0.0,0.0,0.0,1
001,sleepyCombination,1036,0.606397,0.44923,0.527813,0.146806,0.0,0.0,0.0,1
001,sleepyCombination,1037,0.60091,0.443621,0.522266,0.139669,0.0,0.0,0.0,1
001,sleepyCombination,1038,0.592779,0.437449,0.515114,0.126446,0.0,0.0,0.0,1
001,sleepyCombination,1039,0.53204,0.381735,0.456887,0.117262,0.0,0.0,0.0,1
001,sleepyCombination,1040,0.364285,0.228962,0.296624,0.117213,0.0,0.0,0.0,1
001,sleepyCombination,1041,0.326705,0.203553,0.265129,0.117864,0.0,0.0,0.0,1
001,sleepyCombination,1042,0.326255,0.21819,0.272222,0.114472,0.0,0.0,0.0,1
001,sleepyCombination,1043,0.338666,0.241991,0.290329,0.108222,0.0,0.0,0.0,1
001,sleepyCombination,1044,0.357144,0.25983,0.308487,0.104065,0.0,0.0,0.0,1
001,sleepyCombination,1045,0.386686,0.262805,0.324746,0.09999,0.0,0.0,0.0,1
001,sleepyCombination,1046,0.405793,0.268764,0.337278,0.097189,0.0,0.0,0.0,1
001,sleepyCombination,1047,0.423057,0.287537,0.355297,0.083779,0.0,0.0,0.0,1
001,sleepyCombination,1048,0.428012,0.311425,0.369719,0.087154,0.0,0.0,0.0,1
001,sleepyCombination,1049,0.436606,0.3375,0.387053,0.092151,0.0,0.0,0.0,1
001,sleepyCombination,1050,0.44675,0.355563,0.401156,0.098259,0.0,0.0,0.0,1
001,sleepyCombination,1051,0.460325,0.374451,0.417388,0.110191,0.0,0.0,0.0,1
001,sleepyCombination,1052,0.474035,0.38358,0.428807,0.121414,0.0,0.0,0.0,1
001,sleepyCombination,1053,0.485019,0.397498,0.441259,0.120067,0.0,0.0,0.0,1
001,sleepyCombination,1054,0.501744,0.404385,0.453065,0.118442,0.0,0.0,0.0,1
001,sleepyCombination,1055,0.511782,0.409692,0.460737,0.109575,0.0,0.0,0.0,1
001,sleepyCombination,1056,0.521241,0.412179,0.46671,0.103685,0.0,0.0,0.0,1
001,sleepyCombination,1057,0.526519,0.413658,0.470089,0.099045,0.0,0.0,0.0,1
001,sleepyCombination,1058,0.529026,0.413197,0.471111,0.087292,0.0,0.0,0.0,1
001,sleepyCombination,1059,0.53025,0.414387,0.472318,0.075727,0.0,0.0,0.0,1
001,sleepyCombination,1060,0.532337,0.414149,0.473243,0.070755,0.0,0.0,0.0,1
001,sleepyCombination,1061,0.542937,0.414873,0.478905,0.065069,0.0,0.0,0.0,1
001,sleepyCombination,1062,0.548934,0.418332,0.483633,0.066464,0.0,0.0,0.0,1
001,sleepyCombination,1063,0.551288,0.418402,0.484845,0.06553,0.0,0.0,0.0,1
001,sleepyCombination,1064,0.553344,0.418457,0.4859,0.061327,0.0,0.0,0.0,1
001,sleepyCombination,1065,0.557815,0.420183,0.488999,0.057888,0.0,0.0,0.0,1
001,sleepyCombination,1066,0.560512,0.420331,0.490422,0.055569,0.0,0.0,0.0,1
001,sleepyCombination,1067,0.564008,0.420322,0.492165,0.053914,0.0,0.0,0.0,1
001,sleepyCombination,1068,0.565562,0.423387,0.494474,0.054041,0.0,0.0,0.0,1
001,sleepyCombination,1069,0.567178,0.424912,0.496045,0.054518,0.0,0.0,0.0,1
001,sleepyCombination,1070,0.571119,0.426885,0.499002,0.051545,0.0,0.0,0.0,1
001,sleepyCombination,1071,0.572834,0.427627,0.50023,0.051853,0.0,0.0,0.0,1
001,sleepyCombination,1072,0.574083,0.428783,0.501433,0.052964,0.0,0.0,0.0,1
001,sleepyCombination,1073,0.573401,0.428678,0.501039,0.059892,0.0,0.0,0.0,1
001,sleepyCombination,1074,0.571438,0.427424,0.499431,0.063185,0.0,0.0,0.0,1
001,sleepyCombination,1075,0.574661,0.429349,0.502005,0.067049,0.0,0.0,0.0,1
001,sleepyCombination,1076,0.575999,0.428791,0.502395,0.076734,0.0,0.0,0.0,1
001,sleepyCombination,1077,0.575305,0.430424,0.502864,0.080238,0.0,0.0,0.0,1
001,sleepyCombination,1078,0.579012,0.431385,0.505198,0.079695,0.0,0.0,0.0,1
001,sleepyCombination,1079,0.578077,0.432341,0.505209,0.082921,0.0,0.0,0.0,1
001,sleepyCombination,1080,0.579639,0.433843,0.506741,0.083451,0.0,0.0,0.0,1
001,sleepyCombination,1081,0.559335,0.37247,0.465903,0.083925,0.0,0.0,0.0,1
001,sleepyCombination,1082,0.448755,0.248996,0.348876,0.09019,0.0,0.0,0.0,1
001,sleepyCombination,1083,0.387471,0.208246,0.297859,0.098043,0.0,0.0,0.0,1
001,sleepyCombination,1084,0.36389,0.212271,0.28808,0.103791,0.0,0.0,0.0,1
001,sleepyCombination,1085,0.354821,0.225707,0.290264,0.108803,0.0,0.0,0.0,1
001,sleepyCombination,1086,0.356678,0.234059,0.295369,0.123004,0.0,0.0,0.0,1
001,sleepyCombination,1087,0.370809,0.251463,0.311136,0.130844,0.0,0.0,0.0,1
001,sleepyCombination,1088,0.375561,0.250836,0.313198,0.149813,0.0,0.0,0.0,1
001,sleepyCombination,1089,0.36402,0.23451,0.299265,0.152156,0.0,0.0,0.0,1
001,sleepyCombination,1090,0.367843,0.232532,0.300187,0.150045,0.0,0.0,0.0,1
001,sleepyCombination,1091,0.377437,0.239579,0.308508,0.150073,0.0,0.0,0.0,1
001,sleepyCombination,1092,0.388735,0.242336,0.315535,0.145243,0.0,0.0,0.0,1
001,sleepyCombination,1093,0.396166,0.249368,0.322767,0.140266,0.0,0.0,0.0,1
001,sleepyCombination,1094,0.395527,0.251425,0.323476,0.148895,0.0,0.0,0.0,1
001,sleepyCombination,1095,0.396067,0.250153,0.32311,0.144217,0.0,0.0,0.0,1
001,sleepyCombination,1096,0.400322,0.255954,0.328138,0.139782,0.0,0.0,0.0,1
001,sleepyCombination,1097,0.399664,0.271629,0.335647,0.136843,0.0,0.0,0.0,1
001,sleepyCombination,1098,0.393934,0.284806,0.33937,0.134153,0.0,0.0,0.0,1
001,sleepyCombination,1099,0.401884,0.312655,0.357269,0.120389,0.0,0.0,0.0,1
001,sleepyCombination,1100,0.413127,0.332351,0.372739,0.118873,0.0,0.0,0.0,1
001,sleepyCombination,1101,0.428625,0.351908,0.390266,0.113642,0.0,0.0,0.0,1
001,sleepyCombination,1102,0.440982,0.3589,0.399941,0.119307,0.0,0.0,0.0,1
001,sleepyCombination,1103,0.44805,0.371334,0.409692,0.113804,0.0,0.0,0.0,1
001,sleepyCombination,1104,0.454111,0.375067,0.414589,0.11048,0.0,0.0,0.0,1
001,sleepyCombination,1105,0.468414,0.381386,0.4249,0.115574,0.0,0.0,0.0,1
001,sleepyCombination,1106,0.476534,0.390949,0.433741,0.115882,0.0,0.0,0.0,1
001,sleepyCombination,1107,0.484487,0.395807,0.440147,0.121962,0.0,0.0,0.0,1
001,sleepyCombination,1108,0.498055,0.40333,0.450692,0.123902,0.0,0.0,0.0,1
001,sleepyCombination,1109,0.508356,0.408091,0.458223,0.12063,0.0,0.0,0.0,1
001,sleepyCombination,1110,0.517261,0.411034,0.464147,0.11571,0.0,0.0,0.0,1
001,sleepyCombination,1111,0.523662,0.412732,0.468197,0.115159,0.0,0.0,0.0,1
001,sleepyCombination,1112,0.528367,0.415793,0.47208,0.101712,0.0,0.0,0.0,1
001,sleepyCombination,1113,0.53398,0.416364,0.475172,0.106143,0.0,0.0,0.0,1
001,sleepyCombination,1114,0.544083,0.420935,0.482509,0.102086,0.0,0.0,0.0,1
001,sleepyCombination,1115,0.545333,0.419356,0.482345,0.105882,0.0,0.0,0.0,1
001,sleepyCombination,1116,0.552668,0.424284,0.488476,0.106405,0.0,0.0,0.0,1
001,sleepyCombination,1117,0.56038,0.427369,0.493875,0.10678,0.0,0.0,0.0,1
001,sleepyCombination,1118,0.570204,0.430103,0.500154,0.10385,0.0,0.0,0.0,1
001,sleepyCombination,1119,0.576338,0.433086,0.504712,0.096588,0.0,0.0,0.0,1
001,sleepyCombination,1120,0.57649,0.432613,0.504552,0.097158,0.0,0.0,0.0,1
001,sleepyCombination,1121,0.58416,0.435089,0.509625,0.096774,0.0,0.0,0.0,1
001,sleepyCombination,1122,0.589256,0.436568,0.512912,0.096976,0.0,0.0,0.0,1
001,sleepyCombination,1123,0.589375,0.435243,0.512309,0.093917,0.0,0.0,0.0,1
001,sleepyCombination,1124,0.589399,0.434214,0.511806,0.094062,0.0,0.0,0.0,1
001,sleepyCombination,1125,0.588833,0.434098,0.511466,0.094485,0.0,0.0,0.0,1
001,sleepyCombination,1126,0.587791,0.430362,0.509076,0.093684,0.0,0.0,0.0,1
001,sleepyCombination,1127,0.587234,0.431047,0.50914,0.089257,0.0,0.0,0.0,1
001,sleepyCombination,1128,0.587881,0.425826,0.506853,0.080571,0.0,0.0,0.0,1
001,sleepyCombination,1129,0.590188,0.425317,0.507752,0.073854,0.0,0.0,0.0,1
001,sleepyCombination,1130,0.590484,0.427365,0.508925,0.068851,0.0,0.0,0.0,1
001,sleepyCombination,1131,0.591075,0.428174,0.509624,0.063153,0.0,0.0,0.0,1
001,sleepyCombination,1132,0.586853,0.427535,0.507194,0.061712,0.0,0.0,0.0,1
001,sleepyCombination,1133,0.583721,0.427361,0.505541,0.058012,0.0,0.0,0.0,1
001,sleepyCombination,1134,0.573179,0.419066,0.496122,0.058341,0.0,0.0,0.0,1
001,sleepyCombination,1135,0.487629,0.300759,0.394194,0.07492,0.0,0.0,0.0,1
001,sleepyCombination,1136,0.46948,0.2951,0.38229,0.085061,0.0,0.0,0.0,1
001,sleepyCombination,1137,0.458654,0.299846,0.37925,0.091712,0.0,0.0,0.0,1
001,sleepyCombination,1138,0.458056,0.304296,0.381176,0.093696,0.0,0.0,0.0,1
001,sleepyCombination,1139,0.482207,0.30793,0.395069,0.096828,0.0,0.0,0.0,1
001,sleepyCombination,1140,0.49572,0.31864,0.40718,0.092276,0.0,0.0,0.0,1
001,sleepyCombination,1141,0.516695,0.332567,0.424631,0.092165,0.0,0.0,0.0,1
001,sleepyCombination,1142,0.528468,0.351276,0.439872,0.093945,0.0,0.0,0.0,1
001,sleepyCombination,1143,0.549411,0.363156,0.456283,0.088146,0.0,0.0,0.0,1
001,sleepyCombination,1144,0.541076,0.366164,0.45362,0.094261,0.0,0.0,0.0,1
001,sleepyCombination,1145,0.543163,0.370804,0.456983,0.087687,0.0,0.0,0.0,1
001,sleepyCombination,1146,0.548628,0.373255,0.460941,0.0886,0.0,0.0,0.0,1
001,sleepyCombination,1147,0.547565,0.378487,0.463026,0.078742,0.0,0.0,0.0,1
001,sleepyCombination,1148,0.551455,0.382284,0.466869,0.074802,0.0,0.0,0.0,1
001,sleepyCombination,1149,0.551513,0.387007,0.46926,0.075347,0.0,0.0,0.0,1
001,sleepyCombination,1150,0.55196,0.389999,0.470979,0.074993,0.0,0.0,0.0,1
001,sleepyCombination,1151,0.555557,0.392715,0.474136,0.07546,0.0,0.0,0.0,1
001,sleepyCombination,1152,0.555319,0.394876,0.475098,0.077524,0.0,0.0,0.0,1
001,sleepyCombination,1153,0.556375,0.399048,0.477711,0.078227,0.0,0.0,0.0,1
001,sleepyCombination,1154,0.554904,0.401937,0.47842,0.076038,0.0,0.0,0.0,1
001,sleepyCombination,1155,0.554608,0.404669,0.479638,0.076275,0.0,0.0,0.0,1
001,sleepyCombination,1156,0.554414,0.409078,0.481746,0.073705,0.0,0.0,0.0,1
001,sleepyCombination,1157,0.552225,0.41274,0.482483,0.06738,0.0,0.0,0.0,1
001,sleepyCombination,1158,0.545873,0.412788,0.479331,0.066401,0.0,0.0,0.0,1
001,sleepyCombination,1159,0.550873,0.415452,0.483163,0.062274,0.0,0.0,0.0,1
001,sleepyCombination,1160,0.555279,0.416426,0.485852,0.058289,0.0,0.0,0.0,1
001,sleepyCombination,1161,0.562118,0.416643,0.48938,0.055953,0.0,0.0,0.0,1
001,sleepyCombination,1162,0.557721,0.412658,0.485189,0.055888,0.0,0.0,0.0,1
001,sleepyCombination,1163,0.556555,0.413343,0.484949,0.05345,0.0,0.0,0.0,1
001,sleepyCombination,1164,0.561739,0.412227,0.486983,0.049568,0.0,0.0,0.0,1
001,sleepyCombination,1165,0.559998,0.407066,0.483532,0.048731,0.0,0.0,0.0,1
001,sleepyCombination,1166,0.562197,0.407593,0.484895,0.047207,0.0,0.0,0.0,1
001,sleepyCombination,1167,0.560362,0.406119,0.483241,0.056098,0.0,0.0,0.0,1
001,sleepyCombination,1168,0.564202,0.406441,0.485321,0.051867,0.0,0.0,0.0,1
001,sleepyCombination,1169,0.557571,0.406153,0.481862,0.051577,0.0,0.0,0.0,1
001,sleepyCombination,1170,0.559278,0.406176,0.482727,0.051192,0.0,0.0,0.0,1
001,sleepyCombination,1171,0.558075,0.404764,0.481419,0.067276,0.0,0.0,0.0,1
001,sleepyCombination,1172,0.565458,0.401903,0.48368,0.075492,0.0,0.0,0.0,1
001,sleepyCombination,1173,0.564221,0.400871,0.482546,0.077888,0.0,0.0,0.0,1
001,sleepyCombination,1174,0.565895,0.404919,0.485407,0.073764,0.0,0.0,0.0,1
001,sleepyCombination,1175,0.561397,0.408766,0.485082,0.075268,0.0,0.0,0.0,1
001,sleepyCombination,1176,0.552185,0.40153,0.476857,0.083655,0.0,0.0,0.0,1
001,sleepyCombination,1177,0.455213,0.28066,0.367937,0.086455,0.0,0.0,0.0,1
001,sleepyCombination,1178,0.375523,0.216234,0.295878,0.093192,0.0,0.0,0.0,1
001,sleepyCombination,1179,0.367626,0.22358,0.295603,0.095351,0.0,0.0,0.0,1
001,sleepyCombination,1180,0.351685,0.211036,0.28136,0.099225,0.0,0.0,0.0,1
001,sleepyCombination,1181,0.343114,0.202283,0.272699,0.099791,0.0,0.0,0.0,1
001,sleepyCombination,1182,0.31931,0.192714,0.256012,0.105982,0.0,0.0,0.0,1
001,sleepyCombination,1183,0.317577,0.204083,0.26083,0.105615,0.0,0.0,0.0,1
001,sleepyCombination,1184,0.336981,0.214301,0.275641,0.103083,0.0,0.0,0.0,1
001,sleepyCombination,1185,0.360843,0.235803,0.298323,0.101079,0.0,0.0,0.0,1
001,sleepyCombination,1186,0.379294,0.252462,0.315878,0.099268,0.0,0.0,0.0,1
001,sleepyCombination,1187,0.378759,0.256462,0.317611,0.098975,0.0,0.0,0.0,1
001,sleepyCombination,1188,0.422926,0.306761,0.364843,0.091983,0.0,0.0,0.0,1
001,sleepyCombination,1189,0.467027,0.357695,0.412361,0.089896,0.0,0.0,0.0,1
001,sleepyCombination,1190,0.502219,0.397263,0.449741,0.088524,0.0,0.0,0.0,1
001,sleepyCombination,1191,0.519245,0.412666,0.465955,0.091518,0.0,0.0,0.0,1
001,sleepyCombination,1192,0.549882,0.42739,0.488636,0.090815,0.0,0.0,0.0,1
001,sleepyCombination,1193,0.557819,0.431779,0.494799,0.082204,0.0,0.0,0.0,1
001,sleepyCombination,1194,0.564502,0.431502,0.498002,0.083476,0.0,0.0,0.0,1
001,sleepyCombination,1195,0.568721,0.43105,0.499886,0.083713,0.0,0.0,0.0,1
001,sleepyCombination,1196,0.573249,0.428969,0.501109,0.085413,0.0,0.0,0.0,1
001,sleepyCombination,1197,0.578182,0.431527,0.504854,0.084598,0.0,0.0,0.0,1
001,sleepyCombination,1198,0.582252,0.433873,0.508063,0.07924,0.0,0.0,0.0,1
001,sleepyCombination,1199,0.581204,0.437032,0.509118,0.081435,0.0,0.0,0.0,1
001,sleepyCombination,1200,0.586521,0.438884,0.512702,0.076361,0.0,0.0,0.0,1
001,sleepyCombination,1201,0.593873,0.438545,0.516209,0.078521,0.0,0.0,0.0,1
001,sleepyCombination,1202,0.605649,0.445731,0.52569,0.090357,0.0,0.0,0.0,1
001,sleepyCombination,1203,0.607032,0.443498,0.525265,0.079512,0.0,0.0,0.0,1
001,sleepyCombination,1204,0.603935,0.437281,0.520608,0.082209,0.0,0.0,0.0,1
001,sleepyCombination,1205,0.611773,0.439905,0.525839,0.092196,0.0,0.0,0.0,1
001,sleepyCombination,1206,0.609464,0.438576,0.52402,0.104997,0.0,0.0,0.0,1
001,sleepyCombination,1207,0.610994,0.436866,0.52393,0.122191,0.0,0.0,0.0,1
001,sleepyCombination,1208,0.606315,0.435785,0.52105,0.119639,0.0,0.0,0.0,1
001,sleepyCombination,1209,0.601678,0.431074,0.516376,0.140948,0.0,0.0,0.0,1
001,sleepyCombination,1210,0.605779,0.430408,0.518093,0.136787,0.0,0.0,0.0,1
001,sleepyCombination,1211,0.604015,0.430318,0.517167,0.123466,0.0,0.0,0.0,1
001,sleepyCombination,1212,0.601019,0.428179,0.514599,0.10651,0.0,0.0,0.0,1
001,sleepyCombination,1213,0.593268,0.423345,0.508306,0.096045,0.0,0.0,0.0,1
001,sleepyCombination,1214,0.594316,0.418602,0.506459,0.084278,0.0,0.0,0.0,1
001,sleepyCombination,1215,0.591163,0.419882,0.505523,0.07821,0.0,0.0,0.0,1
001,sleepyCombination,1216,0.579559,0.420328,0.499944,0.079289,0.0,0.0,0.0,1
001,sleepyCombination,1217,0.577516,0.419417,0.498467,0.078517,0.0,0.0,0.0,1
001,sleepyCombination,1218,0.554774,0.414074,0.484424,0.101548,0.0,0.0,0.0,1
001,sleepyCombination,1219,0.56113,0.416755,0.488942,0.123867,0.0,0.0,0.0,1
001,sleepyCombination,1220,0.552971,0.414844,0.483908,0.208213,0.0,0.0,0.0,1
001,sleepyCombination,1221,0.553125,0.413029,0.483077,0.26758,0.0,0.0,0.0,1
001,sleepyCombination,1222,0.558536,0.41544,0.486988,0.272117,0.0,0.0,0.0,1
001,sleepyCombination,1223,0.570372,0.416269,0.49332,0.292475,0.0,0.0,0.0,1
001,sleepyCombination,1224,0.566157,0.413771,0.489964,0.30515,0.0,0.0,0.0,1
001,sleepyCombination,1225,0.565143,0.414692,0.489918,0.32186,0.0,0.0,0.0,1
001,sleepyCombination,1226,0.573818,0.417473,0.495646,0.330603,0.0,0.0,0.0,1
001,sleepyCombination,1227,0.556064,0.414137,0.4851,0.325003,0.0,0.0,0.0,1
001,sleepyCombination,1228,0.557986,0.416633,0.48731,0.325087,0.0,0.0,0.0,1
001,sleepyCombination,1229,0.559135,0.416775,0.487955,0.345293,0.0,0.0,0.0,1
001,sleepyCombination,1230,0.543258,0.413844,0.478551,0.348596,0.0,0.0,0.0,1
001,sleepyCombination,1231,0.546226,0.413925,0.480076,0.355701,0.0,0.0,0.0,1
001,sleepyCombination,1232,0.548085,0.408642,0.478363,0.413019,0.0,0.0,0.0,1
001,sleepyCombination,1233,0.549251,0.406368,0.47781,0.433493,0.0,0.0,0.0,1
001,sleepyCombination,1234,0.544893,0.410631,0.477762,0.443487,0.0,0.0,0.0,1
001,sleepyCombination,1235,0.547992,0.405151,0.476572,0.51805,0.0,0.0,0.0,1
001,sleepyCombination,1236,0.54757,0.402647,0.475109,0.52878,0.0,0.0,0.0,1
001,sleepyCombination,1237,0.553871,0.407123,0.480497,0.540673,0.0,0.0,0.0,1
001,sleepyCombination,1238,0.56347,0.412146,0.487808,0.544233,0.0,0.0,0.0,1
001,sleepyCombination,1239,0.559626,0.410995,0.485311,0.552167,0.0,0.0,0.0,1
001,sleepyCombination,1240,0.56269,0.412271,0.48748,0.553607,0.0,0.0,0.0,1
001,sleepyCombination,1241,0.56112,0.411724,0.486422,0.564169,0.0,0.0,0.0,1
001,sleepyCombination,1242,0.561014,0.412362,0.486688,0.571301,0.0,0.0,0.0,1
001,sleepyCombination,1243,0.561703,0.413353,0.487528,0.593873,0.0,0.0,0.0,1
001,sleepyCombination,1244,0.562553,0.408712,0.485633,0.621244,0.0,0.0,0.0,1
001,sleepyCombination,1245,0.569444,0.410402,0.489923,0.624238,0.0,0.0,0.0,1
001,sleepyCombination,1246,0.579468,0.413006,0.496237,0.645724,0.0,0.0,0.0,1
001,sleepyCombination,1247,0.587471,0.417942,0.502707,0.660081,0.0,0.0,0.0,1
001,sleepyCombination,1248,0.584068,0.410918,0.497493,0.678408,0.0,0.0,0.0,1
001,sleepyCombination,1249,0.580342,0.414884,0.497613,0.68957,0.0,0.0,0.0,1
001,sleepyCombination,1250,0.582692,0.41988,0.501286,0.710518,0.0,0.0,0.0,1
001,sleepyCombination,1251,0.581078,0.418366,0.499722,0.706753,0.0,0.0,0.0,1
001,sleepyCombination,1252,0.572233,0.417393,0.494813,0.705468,0.0,0.0,0.0,1
001,sleepyCombination,1253,0.566209,0.417761,0.491985,0.707572,0.0,0.0,0.0,1
001,sleepyCombination,1254,0.569183,0.417376,0.493279,0.707553,0.0,0.0,0.0,1
001,sleepyCombination,1255,0.560633,0.420587,0.49061,0.734898,0.0,0.0,0.0,1
001,sleepyCombination,1256,0.570233,0.426269,0.498251,0.717606,0.0,0.0,0.0,1
001,sleepyCombination,1257,0.587555,0.426998,0.507276,0.704813,0.0,0.0,0.0,1
001,sleepyCombination,1258,0.595636,0.429261,0.512448,0.691507,0.0,0.0,0.0,1
001,sleepyCombination,1259,0.610407,0.430851,0.520629,0.677999,0.0,0.0,0.0,1
001,sleepyCombination,1260,0.58754,0.42646,0.507,0.640602,0.0,0.0,0.0,1
001,sleepyCombination,1261,0.574626,0.42406,0.499343,0.604103,0.0,0.0,0.0,1
001,sleepyCombination,1262,0.570007,0.419203,0.494605,0.58871,0.0,0.0,0.0,1
001,sleepyCombination,1263,0.559161,0.41443,0.486795,0.576315,0.0,0.0,0.0,1
001,sleepyCombination,1264,0.553156,0.411622,0.482389,0.560261,0.0,0.0,0.0,1
001,sleepyCombination,1265,0.563449,0.412622,0.488036,0.546782,0.0,0.0,0.0,1
001,sleepyCombination,1266,0.558033,0.419391,0.488712,0.534477,0.0,0.0,0.0,1
001,sleepyCombination,1267,0.564205,0.42419,0.494198,0.518215,0.0,0.0,0.0,1
001,sleepyCombination,1268,0.558437,0.422104,0.490271,0.489083,0.0,0.0,0.0,1
001,sleepyCombination,1269,0.560444,0.423021,0.491733,0.466581,0.0,0.0,0.0,1
001,sleepyCombination,1270,0.568131,0.423368,0.495749,0.450809,0.0,0.0,0.0,1
001,sleepyCombination,1271,0.553497,0.41271,0.483104,0.426193,0.0,0.0,0.0,1
001,sleepyCombination,1272,0.55576,0.411663,0.483712,0.411777,0.0,0.0,0.0,1
001,sleepyCombination,1273,0.561102,0.41486,0.487981,0.399303,0.0,0.0,0.0,1
001,sleepyCombination,1274,0.563687,0.415466,0.489577,0.373267,0.0,0.0,0.0,1
001,sleepyCombination,1275,0.570674,0.418195,0.494435,0.349683,0.0,0.0,0.0,1
001,sleepyCombination,1276,0.565615,0.414055,0.489835,0.346241,0.0,0.0,0.0,1
001,sleepyCombination,1277,0.553463,0.406532,0.479997,0.255114,0.0,0.0,0.0,1
001,sleepyCombination,1278,0.558379,0.407191,0.482785,0.266361,0.0,0.0,0.0,1
001,sleepyCombination,1279,0.548876,0.399167,0.474021,0.281961,0.0,0.0,0.0,1
001,sleepyCombination,1280,0.536669,0.388249,0.462459,0.27469,0.0,0.0,0.0,1
001,sleepyCombination,1281,0.535157,0.383128,0.459143,0.264064,0.0,0.0,0.0,1
001,sleepyCombination,1282,0.537017,0.384006,0.460512,0.235035,0.0,0.0,0.0,1
001,sleepyCombination,1283,0.543625,0.386215,0.46492,0.20988,0.0,0.0,0.0,1
001,sleepyCombination,1284,0.55229,0.39342,0.472855,0.163741,0.0,0.0,0.0,1
001,sleepyCombination,1285,0.54777,0.395616,0.471693,0.148862,0.0,0.0,0.0,1
001,sleepyCombination,1286,0.544941,0.39407,0.469505,0.160757,0.0,0.0,0.0,1
001,sleepyCombination,1287,0.54669,0.393385,0.470038,0.150413,0.0,0.0,0.0,1
001,sleepyCombination,1288,0.544456,0.393108,0.468782,0.136769,0.0,0.0,0.0,1
001,sleepyCombination,1289,0.54373,0.39364,0.468685,0.159185,0.0,0.0,0.0,1
001,sleepyCombination,1290,0.541662,0.393075,0.467369,0.154217,0.0,0.0,0.0,1
001,sleepyCombination,1291,0.54086,0.392765,0.466813,0.146477,0.0,0.0,0.0,1
001,sleepyCombination,1292,0.539065,0.39195,0.465507,0.165269,0.0,0.0,0.0,1
001,sleepyCombination,1293,0.534288,0.391989,0.463138,0.160369,0.0,0.0,0.0,1
001,sleepyCombination,1294,0.534733,0.391498,0.463115,0.159324,0.0,0.0,0.0,1
